episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
2260,113000,553.2,39.049,-25.945,-0.0015,-0.0005,-0.0011,0.2298,1.3294,1.4943,0.0002
2280,114000,558.0,38.038,-26.297,-0.0029,-0.0009,-0.0008,0.1219,1.3293,1.4852,0.0005
2300,115000,562.7,28.010,-23.669,-0.0030,-0.0005,-0.0016,0.1182,1.3288,1.4875,0.0000
2320,116000,567.5,34.879,-33.774,-0.0024,-0.0006,-0.0011,0.1027,1.3559,1.4770,0.0004
2340,117000,572.1,44.289,-24.361,-0.0022,-0.0006,-0.0009,0.2411,1.3632,1.4589,0.0001
2360,118000,576.7,34.725,-25.177,-0.0019,-0.0008,-0.0010,0.1400,1.3638,1.4645,0.0001
2380,119000,581.7,40.823,-30.790,-0.0020,-0.0008,-0.0013,0.1339,1.3740,1.4647,0.0002
2400,,,,,,,,,,,
2400,120000,588.5,28.886,-25.019,-0.0025,-0.0007,-0.0012,0.1695,1.3707,1.4557,0.0000
2420,121000,593.0,36.934,-26.906,-0.0026,-0.0005,-0.0008,0.1057,1.3989,1.4789,-0.0003
2440,122000,597.6,39.884,-26.532,-0.0019,-0.0010,-0.0013,0.1650,1.3514,1.4881,0.0000
2460,123000,602.4,30.619,-21.869,-0.0020,-0.0006,-0.0005,0.1806,1.3826,1.4853,0.0000
2480,124000,607.2,31.364,-29.277,-0.0020,-0.0007,-0.0011,0.1380,1.3816,1.4476,-0.0003
2500,125000,612.2,25.595,-22.249,-0.0028,-0.0007,-0.0019,0.1579,1.3396,1.4211,0.0005
2520,126000,617.0,20.585,-23.127,-0.0019,-0.0010,-0.0010,0.1070,1.3683,1.4221,0.0003
2540,127000,621.9,38.946,-37.331,-0.0022,-0.0007,-0.0014,0.1362,1.3809,1.4297,0.0001
2560,128000,626.9,43.945,-35.765,-0.0032,-0.0006,-0.0011,0.1857,1.4036,1.4435,0.0002
2580,129000,631.7,37.924,-30.275,-0.0016,-0.0011,-0.0014,0.1432,1.3811,1.4580,0.0003
2600,,,,,,,,,,,
2600,130000,638.7,41.784,-35.899,-0.0030,-0.0011,-0.0014,0.1848,1.3724,1.4494,0.0005
2620,131000,643.6,39.434,-29.162,-0.0018,-0.0012,-0.0023,0.1542,1.3536,1.4478,-0.0002
2640,132000,648.6,39.471,-24.861,-0.0018,-0.0006,-0.0020,0.1242,1.3724,1.4556,0.0001
2660,133000,653.3,39.961,-31.130,-0.0029,-0.0006,-0.0017,0.1387,1.3945,1.4788,0.0003
2680,134000,657.9,28.513,-22.977,-0.0022,-0.0006,-0.0013,0.1137,1.3888,1.4759,0.0002
2700,135000,662.6,41.775,-25.702,-0.0017,-0.0010,-0.0021,0.1646,1.3858,1.4738,-0.0002
2720,136000,667.1,33.982,-25.467,-0.0025,-0.0006,-0.0015,0.1296,1.4127,1.4614,0.0003
2740,137000,671.7,45.756,-33.057,-0.0023,-0.0004,-0.0007,0.2155,1.4243,1.4788,0.0001
2760,138000,676.3,32.627,-23.842,-0.0029,-0.0008,-0.0007,0.1634,1.3767,1.4601,0.0005
2780,139000,681.0,31.384,-27.657,-0.0028,-0.0011,-0.0017,0.1150,1.3797,1.4777,0.0001
2800,,,,,,,,,,,
2800,140000,687.8,39.575,-24.523,-0.0018,-0.0009,-0.0009,0.1575,1.3730,1.4608,-0.0002
2820,141000,692.2,36.756,-21.945,-0.0022,-0.0009,-0.0010,0.1271,1.3668,1.4690,0.0004
2840,142000,696.8,44.125,-33.374,-0.0021,-0.0015,-0.0015,0.1862,1.3982,1.4760,0.0005
2860,143000,701.5,35.082,-26.939,-0.0035,-0.0013,-0.0023,0.0948,1.3813,1.4442,0.0002
2880,144000,706.1,40.005,-32.454,-0.0029,-0.0007,-0.0012,0.2007,1.3973,1.4646,0.0002
2900,145000,710.6,51.290,-29.991,-0.0026,-0.0006,-0.0009,0.2003,1.3874,1.4566,0.0002
2920,146000,715.6,45.188,-28.220,-0.0027,-0.0005,-0.0011,0.2312,1.3626,1.4640,0.0004
2940,147000,720.3,35.895,-23.551,-0.0015,-0.0010,-0.0016,0.1160,1.3457,1.4470,-0.0005
2960,148000,724.9,34.159,-27.689,-0.0024,-0.0009,-0.0024,0.1634,1.3692,1.4675,0.0004
2980,149000,729.7,42.702,-29.386,-0.0024,-0.0007,-0.0012,0.1902,1.3446,1.4624,0.0005
3000,,,,,,,,,,,
3000,150000,736.5,56.745,-35.972,-0.0026,-0.0009,-0.0012,0.2262,1.3395,1.4389,0.0003
3020,151000,741.2,42.177,-28.269,-0.0020,-0.0012,-0.0006,0.1467,1.3419,1.4518,0.0004
3040,152000,746.3,32.550,-27.915,-0.0022,-0.0001,-0.0009,0.1564,1.3639,1.4381,0.0000
3060,153000,751.1,41.923,-28.127,-0.0016,-0.0005,-0.0014,0.1375,1.3551,1.4310,-0.0002
3080,154000,756.0,47.635,-28.835,-0.0022,-0.0018,-0.0011,0.1842,1.3565,1.4604,0.0002
3100,155000,760.9,56.612,-32.218,-0.0029,-0.0009,-0.0009,0.2130,1.3379,1.4408,0.0004
3120,156000,765.7,65.059,-36.886,-0.0022,-0.0008,-0.0009,0.3600,1.3145,1.4377,0.0001
3140,157000,770.3,42.902,-26.586,-0.0027,-0.0007,-0.0008,0.1344,1.2895,1.4408,-0.0006
3160,158000,775.0,49.397,-29.876,-0.0019,-0.0012,-0.0014,0.1756,1.2638,1.4381,-0.0001
3180,159000,779.9,57.024,-35.490,-0.0019,-0.0004,-0.0012,0.2557,1.2309,1.4150,0.0001
3200,,,,,,,,,,,
3200,160000,786.6,39.399,-36.061,-0.0019,-0.0007,-0.0011,0.1997,1.2665,1.4431,0.0002
3220,161000,791.4,57.288,-36.254,-0.0015,-0.0008,-0.0015,0.2664,1.3016,1.4559,0.0002
3240,162000,796.1,50.236,-31.379,-0.0020,-0.0005,-0.0011,0.1647,1.2751,1.4539,0.0002
3260,163000,800.8,53.445,-38.666,-0.0026,-0.0008,-0.0008,0.2826,1.2725,1.4559,-0.0000
3280,164000,805.8,28.179,-25.273,-0.0017,-0.0021,-0.0021,0.1265,1.2985,1.4293,0.0007
