episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
20,1000,2.7,43.2987,-24.7807,nan,nan,nan,nan,3.9047
40,2000,5.3,41.5970,-26.1634,nan,nan,nan,nan,4.5898
60,3000,8.2,41.2688,-27.1691,nan,nan,nan,nan,2.9100
80,4000,10.9,45.0107,-20.8079,nan,nan,nan,nan,3.5927
100,,,,,,,,,
100,5000,15.1,36.2936,-32.9904,nan,nan,nan,nan,2.5523
120,6000,17.9,46.6868,-17.4020,nan,nan,nan,nan,3.0192
140,7000,20.7,25.4365,-27.1111,nan,nan,nan,nan,3.6739
160,8000,23.6,42.4553,-26.6435,nan,nan,nan,nan,2.4290
180,9000,26.5,34.1204,-30.2075,nan,nan,nan,nan,2.5407
200,,,,,,,,,
200,10000,30.7,17.0846,-29.9463,nan,nan,nan,nan,2.9137
