episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
20,1000,3.6,38.2713,-23.7013,-0.0042,0.3052,2.2920,0.0003,nan
40,2000,7.3,41.5112,-22.8067,-0.0019,0.4729,2.2874,0.0004,nan
60,3000,10.9,36.4471,-19.2826,-0.0011,0.3144,2.2864,-0.0000,nan
80,4000,14.6,84.7619,-34.0624,-0.0013,0.8024,2.2852,0.0003,nan
100,,,,,,,,,
100,5000,19.7,64.6551,-16.3116,-0.0010,0.3598,2.2796,0.0001,nan
120,6000,23.4,71.1381,-21.9830,-0.0015,0.3457,2.2745,0.0002,nan
140,7000,27.1,35.4215,-29.9777,-0.0018,0.2089,2.2675,0.0002,nan
160,8000,30.7,55.8179,-34.0034,-0.0027,0.1535,2.2658,-0.0001,nan
180,9000,34.4,61.5044,-20.3473,-0.0016,0.1307,2.2576,0.0001,nan
200,,,,,,,,,
200,10000,39.7,93.8013,-26.5795,-0.0013,0.3198,2.2402,0.0002,nan
220,11000,43.3,91.7264,-27.8689,-0.0016,0.2349,2.2418,0.0003,nan
240,12000,47.0,93.5312,-28.2367,-0.0021,0.1892,2.2164,0.0001,nan
260,13000,50.8,117.5638,-16.9996,-0.0015,0.2294,2.2271,0.0001,nan
280,14000,54.4,81.6192,-19.6669,-0.0017,0.1377,2.2050,-0.0002,nan
300,,,,,,,,,
300,15000,59.7,122.7139,-26.7928,-0.0016,0.1553,2.2050,-0.0001,nan
320,16000,63.3,119.2729,-21.0395,-0.0014,0.1648,2.2054,-0.0000,nan
340,17000,67.0,140.6040,-23.0722,-0.0016,0.1663,2.1964,-0.0003,nan
360,18000,70.6,107.5495,-31.0142,-0.0014,0.0836,2.1856,-0.0002,nan
380,19000,74.3,128.7360,-15.9907,-0.0013,0.0938,2.1699,-0.0001,nan
400,,,,,,,,,
400,20000,79.6,125.0201,-19.9493,-0.0015,0.0983,2.1653,0.0002,nan
420,21000,83.2,110.8214,-19.7981,-0.0016,0.1039,2.1658,0.0005,nan
440,22000,86.8,90.7307,-38.6264,-0.0020,0.1452,2.1861,0.0002,nan
460,23000,90.5,100.0676,-30.3640,-0.0017,0.1188,2.1681,0.0003,nan
480,24000,94.1,139.6424,-21.5831,-0.0012,0.0898,2.1874,0.0003,nan
500,,,,,,,,,
500,25000,99.2,156.9260,-28.3985,-0.0013,0.1117,2.1895,0.0006,nan
520,26000,103.0,136.7214,-18.4736,-0.0013,0.0967,2.1854,-0.0002,nan
540,27000,106.7,165.9070,-26.8196,-0.0009,0.0770,2.1965,-0.0001,nan
560,28000,110.3,141.3261,-20.6761,-0.0016,0.1148,2.1688,0.0003,nan
580,29000,114.0,170.3346,-22.3397,-0.0010,0.0792,2.1779,0.0003,nan
600,,,,,,,,,
600,30000,119.1,160.8883,-26.0188,-0.0013,0.0814,2.1794,0.0000,nan
620,31000,122.8,190.2000,-22.1378,-0.0011,0.0912,2.1704,0.0003,nan
640,32000,126.5,192.0579,-29.5140,-0.0015,0.0910,2.1707,0.0003,nan
660,33000,130.1,157.6881,-18.6279,-0.0010,0.0930,2.1516,0.0005,nan
680,34000,133.7,157.2955,-23.1808,-0.0012,0.0883,2.1646,0.0002,nan
700,,,,,,,,,
700,35000,138.8,140.3775,-23.4838,-0.0020,0.0944,2.1396,0.0007,nan
720,36000,142.4,233.1935,-26.2621,-0.0014,0.1197,2.1629,-0.0000,nan
740,37000,146.1,173.7655,-33.6407,-0.0010,0.1045,2.1434,0.0003,nan
760,38000,149.7,184.9582,-26.1468,-0.0012,0.0769,2.1467,0.0001,nan
780,39000,153.4,191.5590,-29.1769,-0.0020,0.0862,2.1408,0.0005,nan
800,,,,,,,,,
800,40000,158.8,168.6280,-18.1541,-0.0014,0.0709,2.1365,0.0002,nan
820,41000,162.4,147.1611,-32.3361,-0.0010,0.1002,2.1191,0.0006,nan
840,42000,166.0,188.1003,-28.4951,-0.0013,0.0743,2.1428,-0.0000,nan
860,43000,169.8,174.6704,-29.4879,-0.0011,0.0689,2.1271,0.0001,nan
880,44000,173.4,177.6324,-22.3771,-0.0016,0.0740,2.1465,0.0001,nan
900,,,,,,,,,
900,45000,178.8,149.1949,-21.6088,-0.0013,0.0667,2.1252,0.0004,nan
920,46000,182.4,162.2537,-34.4484,-0.0012,0.0642,2.1280,0.0003,nan
940,47000,186.0,177.5244,-24.6445,-0.0011,0.0727,2.1388,0.0001,nan
960,48000,189.7,173.3608,-20.7038,-0.0014,0.0579,2.1431,0.0002,nan
980,49000,193.3,191.8256,-32.2654,-0.0015,0.1161,2.1368,0.0002,nan
1000,,,,,,,,,
