episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
2720,136000,538.6,176.9171,-27.7691,-0.0017,0.1481,2.0306,0.0000,nan
2740,137000,542.3,237.1081,-33.2990,-0.0011,0.1506,2.0543,-0.0002,nan
2760,138000,545.8,243.4264,-31.4119,-0.0016,0.1696,2.0555,0.0005,nan
2780,139000,549.5,219.2770,-30.7878,-0.0012,0.1892,2.0682,-0.0000,nan
2800,,,,,,,,,
2800,140000,554.8,241.7651,-34.9260,-0.0013,0.1578,2.0660,0.0004,nan
2820,141000,558.3,230.9043,-33.1973,-0.0017,0.1660,2.0442,0.0003,nan
2840,142000,561.9,260.1249,-33.6863,-0.0017,0.1546,2.0571,0.0003,nan
2860,143000,565.7,201.4776,-31.2417,-0.0015,0.1397,2.0597,0.0001,nan
2880,144000,569.6,215.3817,-31.8830,-0.0019,0.1364,2.0493,0.0001,nan
2900,,,,,,,,,
2900,145000,574.8,210.2428,-24.9228,-0.0014,0.1134,2.0617,0.0001,nan
2920,146000,578.4,240.4825,-35.8576,-0.0014,0.1237,2.0521,0.0003,nan
2940,147000,582.1,197.2793,-35.4394,-0.0018,0.1274,2.0326,0.0003,nan
2960,148000,585.8,228.0429,-30.3749,-0.0019,0.1289,2.0450,0.0003,nan
2980,149000,589.5,242.9630,-35.9031,-0.0015,0.1538,2.0480,0.0007,nan
3000,,,,,,,,,
3000,150000,594.7,247.4019,-34.0792,-0.0013,0.1769,2.0226,0.0002,nan
3020,151000,598.3,208.3110,-29.0318,-0.0016,0.0930,2.0539,0.0001,nan
3040,152000,601.8,244.8735,-29.9976,-0.0015,0.1737,2.0514,0.0002,nan
3060,153000,605.4,226.8041,-31.6214,-0.0013,0.1479,2.0500,0.0001,nan
3080,154000,608.9,223.9877,-24.4495,-0.0015,0.1333,2.0474,0.0001,nan
3100,,,,,,,,,
3100,155000,614.1,256.7150,-34.2342,-0.0016,0.1555,2.0241,0.0005,nan
3120,156000,617.8,247.7294,-25.3713,-0.0015,0.1168,2.0109,0.0001,nan
3140,157000,621.4,230.5312,-23.8757,-0.0018,0.1235,2.0241,0.0006,nan
3160,158000,625.0,264.8707,-27.7803,-0.0013,0.1350,2.0072,0.0000,nan
3180,159000,628.7,241.0596,-33.7270,-0.0013,0.1378,2.0377,0.0003,nan
3200,,,,,,,,,
3200,160000,634.0,220.5962,-22.9794,-0.0014,0.1244,2.0181,0.0005,nan
3220,161000,637.6,200.9012,-30.3114,-0.0010,0.1214,1.9975,0.0002,nan
3240,162000,641.2,224.9254,-30.4652,-0.0013,0.1620,2.0085,0.0001,nan
3260,163000,645.0,241.4035,-29.0651,-0.0011,0.1533,2.0350,0.0005,nan
3280,164000,648.6,242.6502,-26.5519,-0.0016,0.1490,2.0461,0.0001,nan
3300,,,,,,,,,
3300,165000,653.7,197.0059,-25.9323,-0.0014,0.2239,2.0469,-0.0001,nan
3320,166000,657.4,206.4003,-35.8013,-0.0016,0.1544,2.0226,0.0004,nan
3340,167000,661.0,241.3247,-33.4971,-0.0020,0.1537,2.0447,0.0003,nan
3360,168000,664.6,224.9441,-25.2435,-0.0015,0.1338,2.0251,0.0004,nan
3380,169000,668.2,199.0031,-20.3908,-0.0013,0.1151,2.0200,0.0004,nan
3400,,,,,,,,,
3400,170000,673.6,228.5611,-34.3010,-0.0013,0.1579,2.0163,0.0003,nan
3420,171000,677.1,227.1654,-24.4108,-0.0014,0.1198,2.0200,0.0002,nan
3440,172000,680.8,185.1655,-31.5573,-0.0013,0.1046,2.0177,0.0002,nan
3460,173000,684.5,285.1007,-29.2461,-0.0014,0.2569,2.0237,-0.0001,nan
3480,174000,688.2,293.3865,-32.9835,-0.0014,0.1724,2.0255,0.0003,nan
3500,,,,,,,,,
3500,175000,693.3,290.6732,-30.5005,-0.0012,0.1247,2.0187,0.0002,nan
3520,176000,697.0,247.3093,-34.2117,-0.0013,0.1111,2.0146,0.0002,nan
3540,177000,700.7,255.8950,-32.4701,-0.0013,0.1975,2.0359,0.0001,nan
3560,178000,704.4,237.4422,-21.0179,-0.0013,0.1738,2.0238,0.0002,nan
3580,179000,708.1,237.1521,-28.3739,-0.0013,0.1693,2.0524,0.0002,nan
3600,,,,,,,,,
3600,180000,713.3,272.8575,-34.9057,-0.0013,0.1613,2.0257,0.0004,nan
3620,181000,716.8,213.4625,-30.5859,-0.0017,0.1750,2.0214,0.0003,nan
3640,182000,720.4,182.6921,-23.7544,-0.0014,0.1495,2.0159,0.0006,nan
