episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
20,1000,3.6,33.9777,-27.2861,-0.0041,0.1834,2.2934,-0.0004,nan
40,2000,7.2,26.2184,-24.7024,-0.0019,0.1183,2.2877,0.0001,nan
60,3000,11.0,59.2198,-31.7224,-0.0017,0.2423,2.2826,0.0001,nan
80,4000,14.6,48.4886,-21.8011,-0.0016,0.1120,2.2759,-0.0000,nan
100,,,,,,,,,
100,5000,19.9,61.8926,-25.6637,-0.0013,0.0848,2.2638,0.0000,nan
120,6000,23.5,51.8696,-22.8542,-0.0019,0.0809,2.2721,0.0002,nan
140,7000,27.3,48.4524,-36.5914,-0.0034,0.0409,2.2739,-0.0000,nan
160,8000,30.8,56.5625,-9.8449,-0.0019,0.0343,2.2716,0.0002,nan
180,9000,34.5,67.5022,-37.3870,-0.0011,0.0436,2.2655,0.0003,nan
200,,,,,,,,,
200,10000,39.9,104.5655,-26.7568,-0.0012,0.0705,2.2603,0.0001,nan
220,11000,43.5,71.0764,-20.3713,-0.0013,0.0335,2.2525,-0.0001,nan
240,12000,47.3,77.1765,-23.6912,-0.0013,0.0373,2.2514,0.0000,nan
260,13000,50.9,106.1995,-18.5777,-0.0013,0.0632,2.2402,0.0001,nan
280,14000,54.7,114.4610,-19.7141,-0.0014,0.0409,2.2389,0.0002,nan
300,,,,,,,,,
300,15000,59.9,91.0262,-30.3061,-0.0013,0.0285,2.2357,-0.0001,nan
320,16000,63.5,112.2084,-35.0499,-0.0015,0.0434,2.2292,0.0000,nan
340,17000,67.2,108.3953,-30.1405,-0.0010,0.0333,2.2221,0.0001,nan
360,18000,70.8,113.8110,-31.1294,-0.0014,0.0367,2.2331,0.0001,nan
380,19000,74.5,151.9672,-21.6826,-0.0009,0.0387,2.2308,-0.0001,nan
400,,,,,,,,,
400,20000,79.8,140.0422,-14.8615,-0.0016,0.0482,2.2290,-0.0001,nan
420,21000,83.5,96.1186,-22.1231,-0.0011,0.0577,2.2267,0.0001,nan
440,22000,87.1,110.1090,-22.9455,-0.0015,0.0373,2.2082,-0.0001,nan
460,23000,90.8,153.6954,-24.8880,-0.0016,0.0661,2.2075,-0.0002,nan
480,24000,94.5,141.8889,-21.6929,-0.0013,0.0457,2.2079,-0.0000,nan
500,,,,,,,,,
500,25000,99.8,104.0525,-29.3234,-0.0014,0.0360,2.2081,0.0004,nan
520,26000,103.5,153.4866,-25.1573,-0.0012,0.0520,2.2055,0.0003,nan
540,27000,107.4,180.9155,-17.6782,-0.0011,0.0507,2.1932,-0.0000,nan
560,28000,111.0,161.3212,-27.0421,-0.0014,0.0470,2.1936,0.0001,nan
