episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
2840,142000,566.8,197.2451,-32.2193,-0.0017,0.0978,2.0332,0.0001,nan
2860,143000,570.6,232.9846,-29.7455,-0.0017,0.1794,2.0183,0.0003,nan
2880,144000,574.3,199.1311,-26.5101,-0.0015,0.1043,2.0102,-0.0000,nan
2900,,,,,,,,,
2900,145000,579.6,209.7191,-24.4769,-0.0024,0.1217,1.9955,0.0007,nan
2920,146000,583.3,198.0810,-34.5545,-0.0014,0.0969,2.0062,-0.0001,nan
2940,147000,587.2,235.3606,-26.6893,-0.0012,0.1054,2.0426,0.0000,nan
2960,148000,591.0,218.9496,-27.5307,-0.0016,0.1153,2.0317,0.0006,nan
2980,149000,594.8,239.3180,-28.8360,-0.0014,0.0896,2.0173,0.0004,nan
3000,,,,,,,,,
3000,150000,600.2,160.7796,-20.6969,-0.0013,0.0748,2.0204,0.0001,nan
3020,151000,603.9,199.3845,-34.5731,-0.0015,0.0915,2.0084,0.0001,nan
3040,152000,607.6,215.4336,-28.2468,-0.0013,0.1077,2.0412,0.0002,nan
3060,153000,611.4,219.4705,-29.3886,-0.0017,0.0960,2.0157,0.0006,nan
3080,154000,615.1,226.7429,-21.7932,-0.0012,0.1045,2.0259,0.0002,nan
3100,,,,,,,,,
3100,155000,620.3,254.2592,-27.0625,-0.0015,0.1783,2.0871,0.0001,nan
3120,156000,624.0,189.8384,-26.3203,-0.0013,0.1029,2.0414,0.0002,nan
3140,157000,627.6,241.6601,-25.9045,-0.0012,0.1183,2.0304,0.0003,nan
3160,158000,631.3,212.0615,-27.2381,-0.0012,0.1099,2.0481,0.0002,nan
3180,159000,635.0,223.8225,-26.7115,-0.0016,0.1379,2.0514,0.0002,nan
3200,,,,,,,,,
3200,160000,640.3,172.6774,-29.8670,-0.0013,0.1290,2.0570,0.0000,nan
3220,161000,644.0,211.2489,-25.8541,-0.0012,0.1561,2.0360,0.0003,nan
3240,162000,647.8,180.0082,-29.9157,-0.0015,0.1256,2.0500,0.0001,nan
3260,163000,651.5,199.4148,-26.3869,-0.0014,0.1597,2.0081,-0.0001,nan
3280,164000,655.2,225.5358,-23.4287,-0.0012,0.0881,2.0339,0.0001,nan
3300,,,,,,,,,
3300,165000,660.7,193.1949,-21.6242,-0.0012,0.0815,2.0426,-0.0000,nan
3320,166000,664.5,264.3953,-32.2450,-0.0016,0.2101,2.0300,0.0002,nan
3340,167000,668.2,214.8574,-22.7374,-0.0012,0.1088,2.0414,-0.0000,nan
3360,168000,671.9,227.8657,-37.1321,-0.0018,0.1774,2.0328,0.0001,nan
3380,169000,675.6,254.9502,-29.8984,-0.0017,0.1256,2.0471,-0.0001,nan
3400,,,,,,,,,
3400,170000,681.2,240.4853,-33.6285,-0.0016,0.1166,2.0202,-0.0001,nan
3420,171000,684.8,246.5091,-33.4336,-0.0015,0.1376,2.0259,-0.0000,nan
3440,172000,688.6,293.2562,-29.6516,-0.0013,0.1603,2.0375,-0.0001,nan
3460,173000,692.2,216.7915,-29.1707,-0.0015,0.1815,2.0073,0.0005,nan
3480,174000,695.9,222.9129,-27.4930,-0.0017,0.1490,2.0216,0.0007,nan
3500,,,,,,,,,
3500,175000,701.3,194.8235,-28.6202,-0.0013,0.1232,1.9730,-0.0002,nan
3520,176000,705.1,248.7998,-27.3112,-0.0013,0.0943,2.0201,0.0000,nan
3540,177000,709.0,262.4920,-43.8641,-0.0018,0.1504,2.0232,0.0003,nan
3560,178000,712.7,212.2855,-28.5707,-0.0019,0.1245,2.0178,0.0001,nan
3580,179000,716.4,195.5883,-36.5708,-0.0012,0.1447,2.0272,0.0003,nan
3600,,,,,,,,,
3600,180000,721.9,236.7650,-30.5441,-0.0013,0.1220,2.0198,0.0003,nan
