episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
20,1000,3.8,32.5744,-28.0646,-0.0041,0.3747,2.2933,-0.0000,nan
40,2000,7.5,35.7199,-28.8187,-0.0019,0.3069,2.2873,0.0001,nan
60,3000,11.2,52.8086,-35.1626,-0.0019,0.2110,2.2805,0.0005,nan
80,4000,14.8,44.5696,-27.3911,-0.0017,0.1117,2.2630,-0.0003,nan
100,,,,,,,,,
100,5000,20.1,41.8775,-29.9460,-0.0012,0.0692,2.2472,-0.0001,nan
120,6000,23.7,36.1089,-26.4671,-0.0016,0.0593,2.2548,-0.0001,nan
140,7000,27.3,42.7784,-35.3650,-0.0027,0.0322,2.2585,0.0002,nan
160,8000,30.9,68.3834,-16.5229,-0.0024,0.0208,2.2665,-0.0001,nan
180,9000,34.7,91.9630,-41.5736,-0.0023,0.0228,2.2632,0.0004,nan
200,,,,,,,,,
200,10000,40.0,89.9823,-23.4731,-0.0022,0.0196,2.2593,-0.0000,nan
220,11000,43.7,55.8955,-16.9592,-0.0017,0.0189,2.2551,0.0002,nan
240,12000,47.4,68.6655,-22.4995,-0.0021,0.0122,2.2493,-0.0000,nan
260,13000,51.2,110.8723,-22.2466,-0.0016,0.0297,2.2439,0.0001,nan
280,14000,54.9,125.2230,-23.4945,-0.0015,0.0200,2.2465,0.0003,nan
300,,,,,,,,,
300,15000,60.1,100.7508,-32.2544,-0.0016,0.0228,2.2386,0.0003,nan
320,16000,63.8,111.7595,-33.6791,-0.0018,0.0172,2.2245,0.0001,nan
340,17000,67.4,125.9987,-30.4926,-0.0012,0.0252,2.2140,0.0003,nan
360,18000,71.1,116.2359,-26.1513,-0.0011,0.0176,2.2243,0.0002,nan
380,19000,74.8,159.3511,-28.6872,-0.0009,0.0173,2.2080,0.0002,nan
400,,,,,,,,,
400,20000,80.2,156.7200,-20.9180,-0.0019,0.0230,2.2051,0.0001,nan
420,21000,83.8,122.2181,-22.5994,-0.0010,0.0225,2.2126,0.0001,nan
440,22000,87.4,130.2261,-23.8882,-0.0016,0.0157,2.1866,0.0003,nan
460,23000,91.1,156.0635,-26.9869,-0.0016,0.0194,2.1923,0.0002,nan
480,24000,94.8,173.7531,-24.9709,-0.0011,0.0237,2.1794,0.0002,nan
500,,,,,,,,,
500,25000,100.0,106.6777,-27.3025,-0.0012,0.0195,2.1730,0.0002,nan
520,26000,103.7,176.9451,-25.2708,-0.0012,0.0260,2.1758,0.0001,nan
540,27000,107.3,171.6910,-18.2833,-0.0012,0.0232,2.1668,0.0003,nan
560,28000,111.0,175.5658,-33.4093,-0.0013,0.0213,2.1574,0.0001,nan
580,29000,114.7,169.8455,-21.4470,-0.0019,0.0164,2.1492,0.0003,nan
600,,,,,,,,,
600,30000,119.9,191.0294,-21.7844,-0.0012,0.0247,2.1357,0.0003,nan
620,31000,123.5,143.1730,-21.4713,-0.0013,0.0194,2.1559,0.0004,nan
640,32000,127.2,203.5933,-30.3760,-0.0010,0.0238,2.1443,-0.0001,nan
660,33000,130.9,178.5074,-26.1108,-0.0013,0.0204,2.1550,-0.0002,nan
680,34000,134.5,180.5871,-29.8551,-0.0013,0.0292,2.1364,0.0003,nan
700,,,,,,,,,
700,35000,139.7,169.4821,-23.5680,-0.0011,0.0179,2.1405,0.0002,nan
720,36000,143.3,130.6325,-29.8584,-0.0009,0.0304,2.1197,0.0001,nan
740,37000,147.0,113.1799,-20.5777,-0.0014,0.0179,2.1153,0.0000,nan
760,38000,150.7,128.5369,-24.6350,-0.0012,0.0236,2.1274,0.0004,nan
780,39000,154.3,131.6355,-18.8059,-0.0012,0.0193,2.1060,0.0003,nan
800,,,,,,,,,
800,40000,159.6,155.7682,-31.8334,-0.0011,0.0234,2.1220,0.0003,nan
820,41000,163.1,172.3268,-37.4649,-0.0013,0.0314,2.1103,-0.0002,nan
840,42000,166.9,162.0738,-23.5372,-0.0015,0.0159,2.1099,-0.0001,nan
860,43000,170.6,165.0575,-24.1833,-0.0013,0.0307,2.1177,0.0003,nan
880,44000,174.2,168.5774,-22.4531,-0.0011,0.0243,2.1172,0.0001,nan
900,,,,,,,,,
900,45000,179.3,167.5692,-18.9104,-0.0017,0.0179,2.0954,0.0004,nan
920,46000,182.8,160.0243,-30.5902,-0.0018,0.0312,2.1077,-0.0002,nan
940,47000,186.6,174.8885,-28.8888,-0.0017,0.0322,2.1185,-0.0001,nan
960,48000,190.2,167.5267,-31.6157,-0.0016,0.0259,2.1275,0.0002,nan
980,49000,193.9,162.0928,-21.5730,-0.0015,0.0250,2.1296,-0.0000,nan
1000,,,,,,,,,
1000,50000,199.2,152.6271,-28.2069,-0.0013,0.0240,2.1408,0.0002,nan
1020,51000,202.9,187.3014,-21.9062,-0.0019,0.0256,2.1339,-0.0001,nan
1040,52000,206.5,166.5327,-27.4609,-0.0012,0.0288,2.1254,0.0001,nan
1060,53000,210.2,158.9321,-25.7744,-0.0016,0.0296,2.1376,0.0000,nan
1080,54000,214.0,159.7272,-25.1420,-0.0014,0.0274,2.0968,0.0003,nan
1100,,,,,,,,,
1100,55000,219.2,191.6397,-21.5174,-0.0015,0.0227,2.0860,0.0002,nan
1120,56000,222.9,162.9725,-22.9373,-0.0014,0.0251,2.1149,0.0002,nan
1140,57000,226.6,193.5966,-25.2642,-0.0013,0.0233,2.1085,-0.0001,nan
1160,58000,230.2,172.3835,-30.6848,-0.0013,0.0288,2.0917,-0.0001,nan
1180,59000,233.8,187.0582,-28.3943,-0.0014,0.0328,2.0986,-0.0001,nan
1200,,,,,,,,,
1200,60000,239.1,112.9886,-27.6118,-0.0015,0.0332,2.0614,0.0001,nan
1220,61000,242.8,220.1765,-28.8966,-0.0013,0.0393,2.0361,-0.0003,nan
1240,62000,246.3,200.2995,-22.5228,-0.0015,0.0384,2.0392,0.0002,nan
1260,63000,250.0,192.5102,-26.4590,-0.0018,0.0308,2.0284,0.0000,nan
1280,64000,253.6,211.9218,-26.5960,-0.0013,0.0370,2.0587,0.0001,nan
1300,,,,,,,,,
1300,65000,258.8,200.1984,-27.1153,-0.0016,0.0439,2.0567,-0.0001,nan
1320,66000,262.4,191.7662,-24.1298,-0.0016,0.0341,2.0358,0.0003,nan
1340,67000,266.0,208.9993,-28.0146,-0.0015,0.0405,2.0451,0.0005,nan
1360,68000,269.6,178.4330,-23.8155,-0.0019,0.0349,2.0349,0.0006,nan
1380,69000,273.3,194.0336,-34.5196,-0.0016,0.0376,2.0479,0.0004,nan
1400,,,,,,,,,
1400,70000,278.5,169.2968,-31.9103,-0.0016,0.0356,2.0711,0.0003,nan
1420,71000,282.1,184.2098,-30.6004,-0.0012,0.0419,2.0753,0.0003,nan
1440,72000,285.6,217.9130,-25.2887,-0.0015,0.0376,2.0800,0.0003,nan
1460,73000,289.3,210.7605,-32.8324,-0.0019,0.0251,2.0875,0.0007,nan
1480,74000,292.9,196.6876,-34.1553,-0.0011,0.0379,2.0544,0.0003,nan
1500,,,,,,,,,
1500,75000,298.0,183.3126,-24.5765,-0.0018,0.0375,2.0612,0.0001,nan
1520,76000,301.6,206.8430,-41.3356,-0.0013,0.0297,2.0711,0.0001,nan
1540,77000,305.3,223.9187,-28.5053,-0.0015,0.0308,2.0255,0.0007,nan
1560,78000,308.9,199.4417,-30.6576,-0.0015,0.0490,2.0635,0.0003,nan
1580,79000,312.7,234.9709,-28.2124,-0.0013,0.0418,2.0674,0.0002,nan
1600,,,,,,,,,
1600,80000,317.9,189.0913,-24.6667,-0.0015,0.0355,2.0674,0.0001,nan
1620,81000,321.5,216.4178,-32.9331,-0.0015,0.0378,2.0617,0.0002,nan
1640,82000,325.1,193.9964,-28.1934,-0.0017,0.0287,2.0596,0.0001,nan
