episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
20,1000,5.8,5.548,-58.796,-0.0062,-0.0027,-0.0044,0.3007,1.6025,1.5981,-0.0005
40,2000,11.6,8.885,-58.980,-0.0024,-0.0010,-0.0026,0.2020,1.5892,1.5901,-0.0001
60,3000,17.4,13.485,-25.092,-0.0020,-0.0006,-0.0030,0.0882,1.5774,1.5789,0.0004
80,4000,22.9,8.058,-23.073,-0.0017,-0.0008,-0.0029,0.0811,1.5698,1.5560,0.0002
100,5000,28.6,12.205,-14.899,-0.0017,-0.0005,-0.0019,0.0785,1.5627,1.5394,0.0002
120,6000,34.5,15.203,-16.036,-0.0020,-0.0010,-0.0010,0.0206,1.5588,1.5406,0.0004
140,7000,40.1,13.144,-14.644,-0.0021,-0.0009,-0.0016,0.0111,1.5662,1.5297,0.0006
160,8000,45.5,8.370,-10.519,-0.0025,-0.0011,-0.0012,0.0056,1.5799,1.5348,-0.0002
180,9000,51.0,6.852,-11.687,-0.0024,-0.0021,-0.0007,0.0039,1.5904,1.5140,0.0005
200,,,,,,,,,,,
200,10000,58.7,12.293,-12.574,-0.0029,-0.0027,-0.0009,0.0033,1.5839,1.5275,0.0012
220,11000,64.3,10.760,-8.983,-0.0016,-0.0013,-0.0013,0.0039,1.5806,1.5247,0.0002
240,12000,69.9,14.278,-13.326,-0.0022,-0.0007,-0.0030,0.0041,1.5574,1.5221,0.0006
260,13000,75.6,22.542,-20.088,-0.0016,-0.0011,-0.0009,0.0074,1.5525,1.5124,0.0001
280,14000,81.3,10.629,-19.486,-0.0019,-0.0009,-0.0018,0.0033,1.5519,1.5156,0.0004
300,15000,87.2,16.375,-16.685,-0.0024,-0.0011,-0.0032,0.0045,1.5375,1.5141,0.0003
320,16000,92.9,21.582,-17.668,-0.0022,-0.0012,-0.0014,0.0064,1.5386,1.5146,0.0004
340,17000,98.4,19.947,-15.498,-0.0016,-0.0026,-0.0032,0.0062,1.5316,1.4961,-0.0001
360,18000,104.3,22.535,-17.341,-0.0018,-0.0018,-0.0028,0.0064,1.5243,1.4969,0.0005
380,19000,110.3,24.033,-18.089,-0.0018,-0.0025,-0.0014,0.0060,1.5095,1.4855,0.0000
400,,,,,,,,,,,
400,20000,118.4,20.889,-13.329,-0.0017,-0.0003,-0.0017,0.0068,1.5126,1.4829,0.0002
420,21000,123.8,19.244,-13.792,-0.0019,-0.0016,-0.0007,0.0054,1.5224,1.4781,0.0002
440,22000,129.2,23.117,-16.577,-0.0024,-0.0030,-0.0011,0.0066,1.5201,1.4868,0.0005
460,23000,134.9,17.874,-15.183,-0.0022,-0.0016,-0.0017,0.0061,1.5222,1.4967,0.0004
480,24000,140.7,29.747,-20.417,-0.0016,-0.0019,-0.0020,0.0115,1.5079,1.4888,-0.0001
500,25000,146.5,24.318,-29.200,-0.0023,-0.0018,-0.0010,0.0151,1.4922,1.4855,0.0002
520,26000,151.9,28.349,-20.314,-0.0024,-0.0009,-0.0018,0.0072,1.5079,1.4869,0.0007
540,27000,157.3,31.119,-19.251,-0.0017,-0.0006,-0.0022,0.0112,1.4988,1.4778,0.0000
560,28000,162.8,30.375,-17.908,-0.0018,-0.0010,-0.0011,0.0098,1.4818,1.4783,0.0002
580,29000,168.3,46.542,-26.546,-0.0023,-0.0008,-0.0022,0.0149,1.4810,1.4749,0.0006
600,,,,,,,,,,,
600,30000,176.3,30.990,-17.634,-0.0022,-0.0008,-0.0012,0.0131,1.4809,1.4828,0.0001
620,31000,181.8,25.870,-21.154,-0.0020,-0.0015,-0.0013,0.0081,1.4731,1.4744,0.0001
640,32000,187.6,27.136,-20.645,-0.0016,-0.0011,-0.0018,0.0101,1.4601,1.4773,0.0005
660,33000,193.4,37.908,-24.855,-0.0014,-0.0006,-0.0008,0.0119,1.4543,1.4784,0.0004
680,34000,199.0,43.664,-32.577,-0.0019,-0.0009,-0.0015,0.0101,1.4461,1.4504,0.0003
700,35000,204.4,33.910,-24.388,-0.0021,-0.0009,-0.0024,0.0138,1.4688,1.4487,-0.0002
720,36000,209.9,38.503,-26.465,-0.0022,-0.0004,-0.0007,0.0124,1.4610,1.4486,-0.0002
740,37000,215.3,38.440,-26.199,-0.0027,-0.0008,-0.0009,0.0085,1.4535,1.4084,0.0000
760,38000,220.8,28.583,-20.963,-0.0019,-0.0010,-0.0013,0.0086,1.4358,1.4166,0.0007
780,39000,226.1,31.307,-21.816,-0.0021,-0.0007,-0.0029,0.0100,1.4260,1.3199,0.0005
800,,,,,,,,,,,
800,40000,234.0,41.763,-28.590,-0.0020,-0.0008,-0.0014,0.0126,1.4375,1.3039,0.0000
820,41000,239.4,38.536,-23.574,-0.0025,-0.0004,-0.0005,0.0120,1.4554,1.3035,-0.0002
840,42000,244.8,26.317,-16.124,-0.0021,-0.0010,-0.0006,0.0163,1.4149,1.3187,-0.0005
860,43000,250.4,27.578,-17.927,-0.0021,-0.0005,-0.0009,0.0200,1.4329,1.3369,-0.0001
880,44000,255.9,23.211,-17.191,-0.0017,-0.0012,-0.0013,0.0082,1.4230,1.2618,0.0000
900,45000,261.2,17.779,-16.392,-0.0019,-0.0007,-0.0010,0.0078,1.4381,1.2452,-0.0001
920,46000,266.7,29.291,-21.958,-0.0024,-0.0018,-0.0015,0.0116,1.4305,1.2701,0.0006
940,47000,272.1,21.832,-26.312,-0.0014,-0.0006,-0.0021,0.0104,1.4095,1.3773,0.0007
960,48000,277.6,31.020,-20.008,-0.0016,-0.0006,-0.0009,0.0144,1.4077,1.4136,0.0000
980,49000,283.0,37.282,-21.392,-0.0017,-0.0008,-0.0011,0.0184,1.4121,1.4537,-0.0003
1000,,,,,,,,,,,
1000,50000,290.8,34.423,-22.320,-0.0025,-0.0008,-0.0013,0.0166,1.4171,1.4388,-0.0003
1020,51000,296.4,32.783,-22.423,-0.0014,-0.0011,-0.0018,0.0149,1.4102,1.4654,0.0004
1040,52000,302.1,31.202,-19.842,-0.0013,-0.0007,-0.0017,0.0160,1.3956,1.4506,0.0002
1060,53000,307.6,27.026,-21.187,-0.0020,-0.0007,-0.0011,0.0151,1.4176,1.4474,0.0003
1080,54000,313.0,29.816,-22.452,-0.0014,-0.0008,-0.0011,0.0142,1.3934,1.4554,0.0002
1100,55000,318.5,20.006,-23.287,-0.0021,-0.0012,-0.0017,0.0110,1.3784,1.4658,-0.0004
1120,56000,323.9,22.577,-28.060,-0.0016,-0.0010,-0.0014,0.0119,1.3848,1.4387,0.0002
1140,57000,329.3,29.837,-18.106,-0.0019,-0.0010,-0.0003,0.0144,1.3743,1.4675,0.0001
1160,58000,334.7,33.647,-22.613,-0.0026,-0.0014,-0.0007,0.0171,1.3487,1.4397,-0.0000
1180,59000,340.1,29.822,-27.899,-0.0020,-0.0008,-0.0027,0.0141,1.3951,1.4295,0.0000
1200,,,,,,,,,,,
1200,60000,347.9,34.317,-22.222,-0.0027,-0.0011,-0.0009,0.0174,1.3837,1.4482,0.0003
1220,61000,353.1,36.993,-33.227,-0.0018,-0.0012,-0.0021,0.0098,1.3848,1.4465,0.0009
1240,62000,358.6,36.739,-24.895,-0.0022,-0.0010,-0.0009,0.0191,1.4016,1.4343,-0.0000
1260,63000,364.1,45.686,-26.459,-0.0021,-0.0013,-0.0015,0.0261,1.3947,1.4118,0.0008
1280,64000,369.5,38.296,-22.145,-0.0015,-0.0010,-0.0013,0.0221,1.3656,1.4198,0.0012
1300,65000,375.0,31.945,-19.072,-0.0019,-0.0010,-0.0055,0.0190,1.3865,1.3950,0.0004
1320,66000,380.4,27.957,-17.109,-0.0023,-0.0015,-0.0053,0.0191,1.3775,1.4031,-0.0001
1340,67000,385.9,9.660,-11.777,-0.0016,-0.0018,-0.0024,0.0138,1.3531,1.3585,0.0021
1360,68000,391.2,12.388,-10.817,-0.0026,-0.0017,-0.0028,0.0159,1.3790,1.3425,0.0005
1380,69000,396.6,12.779,-23.641,-0.0019,-0.0005,-0.0021,0.0200,1.3773,1.3224,0.0001
1400,,,,,,,,,,,
1400,70000,404.4,7.282,-16.611,-0.0024,-0.0009,-0.0021,0.0185,1.3961,1.3477,0.0002
1420,71000,409.6,10.423,-12.296,-0.0016,-0.0008,-0.0028,0.0173,1.3835,1.3518,0.0002
1440,72000,415.0,16.962,-16.296,-0.0020,-0.0007,-0.0013,0.0137,1.3649,1.3679,0.0003
1460,73000,420.3,23.288,-18.515,-0.0028,-0.0007,-0.0019,0.0120,1.3894,1.3979,-0.0002
1480,74000,425.8,26.747,-16.219,-0.0018,-0.0011,-0.0010,0.0221,1.3555,1.3937,0.0006
1500,75000,431.2,29.248,-19.769,-0.0023,-0.0006,-0.0009,0.0167,1.3740,1.3866,0.0001
1520,76000,436.6,32.397,-19.261,-0.0018,-0.0011,-0.0015,0.0336,1.3836,1.4034,0.0002
1540,77000,441.9,28.562,-20.310,-0.0020,-0.0022,-0.0013,0.0254,1.3947,1.3977,0.0020
1560,78000,447.4,28.533,-20.940,-0.0022,-0.0014,-0.0010,0.0245,1.3892,1.3990,0.0003
1580,79000,452.7,34.361,-20.106,-0.0023,-0.0008,-0.0032,0.0290,1.3924,1.3873,0.0001
1600,,,,,,,,,,,
1600,80000,460.4,24.276,-25.028,-0.0023,-0.0005,-0.0018,0.0202,1.3769,1.3817,-0.0000
1620,81000,465.6,23.136,-22.217,-0.0027,-0.0005,-0.0020,0.0222,1.3766,1.3842,-0.0000
1640,82000,471.0,21.877,-21.986,-0.0020,-0.0007,-0.0029,0.0180,1.3635,1.4067,-0.0001
1660,83000,476.4,22.678,-14.953,-0.0023,-0.0010,-0.0011,0.0263,1.3813,1.4342,-0.0000
1680,84000,481.7,28.464,-22.002,-0.0016,-0.0012,-0.0008,0.0188,1.3722,1.4187,-0.0005
1700,85000,487.1,24.644,-16.701,-0.0022,-0.0015,-0.0007,0.0208,1.3389,1.4078,0.0002
1720,86000,492.5,29.171,-23.412,-0.0024,-0.0014,-0.0015,0.0230,1.3906,1.4061,0.0003
1740,87000,497.8,25.257,-25.500,-0.0020,-0.0003,-0.0012,0.0265,1.3647,1.4009,0.0000
1760,88000,503.1,32.148,-20.441,-0.0021,-0.0010,-0.0017,0.0266,1.3907,1.3825,0.0001
1780,89000,508.5,42.304,-30.303,-0.0019,-0.0005,-0.0026,0.0420,1.3936,1.3938,0.0003
1800,,,,,,,,,,,
1800,90000,516.1,45.442,-28.016,-0.0018,-0.0006,-0.0013,0.0370,1.4008,1.3769,-0.0003
1820,91000,521.3,33.844,-22.585,-0.0025,-0.0014,-0.0017,0.0364,1.3932,1.3917,0.0001
1840,92000,526.7,38.804,-24.971,-0.0022,-0.0013,-0.0019,0.0346,1.3468,1.3780,0.0013
1860,93000,532.1,28.869,-17.666,-0.0017,-0.0010,-0.0025,0.0242,1.3712,1.3842,0.0009
1880,94000,537.4,31.234,-24.326,-0.0018,-0.0015,-0.0014,0.0254,1.3854,1.3715,0.0007
1900,95000,542.8,38.387,-24.912,-0.0021,-0.0006,-0.0030,0.0290,1.3726,1.3917,0.0005
1920,96000,548.1,33.984,-29.431,-0.0027,-0.0013,-0.0010,0.0442,1.3433,1.3973,0.0005
1940,97000,553.4,32.931,-32.445,-0.0027,-0.0023,-0.0012,0.0375,1.3345,1.3773,0.0011
1960,98000,558.8,35.786,-23.725,-0.0028,-0.0005,-0.0033,0.0241,1.3121,1.3817,-0.0002
1980,99000,564.2,38.805,-26.007,-0.0028,-0.0006,-0.0018,0.0297,1.3628,1.4159,-0.0001
2000,,,,,,,,,,,
2000,100000,572.0,25.569,-24.230,-0.0018,-0.0006,-0.0014,0.0192,1.3356,1.4029,0.0002
2020,101000,577.4,25.090,-23.587,-0.0020,-0.0008,-0.0047,0.0227,1.3328,1.3855,0.0001
2040,102000,582.7,39.466,-25.220,-0.0026,-0.0005,-0.0025,0.0257,1.3528,1.3720,0.0001
2060,103000,588.1,44.142,-29.089,-0.0014,-0.0004,-0.0003,0.0434,1.3476,1.3488,-0.0002
