episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
2780,139000,747.8,47.513,-27.161,-0.0021,-0.0009,-0.0026,0.2181,1.4297,1.4202,0.0000
2800,,,,,,,,,,,
2800,140000,755.3,45.441,-26.062,-0.0024,-0.0011,-0.0013,0.1830,1.4097,1.4242,-0.0001
2820,141000,760.4,46.275,-33.168,-0.0028,-0.0025,-0.0010,0.1233,1.4234,1.4356,0.0014
2840,142000,765.6,35.789,-22.591,-0.0025,-0.0007,-0.0007,0.1849,1.4116,1.4311,0.0008
2860,143000,770.7,46.795,-26.273,-0.0031,-0.0015,-0.0006,0.1633,1.4263,1.4529,0.0004
2880,144000,775.7,47.355,-27.803,-0.0029,-0.0009,-0.0032,0.1788,1.3955,1.4238,0.0005
2900,145000,780.8,39.102,-26.460,-0.0022,-0.0007,-0.0004,0.2803,1.3797,1.4214,0.0002
2920,146000,786.0,26.569,-18.049,-0.0023,-0.0012,-0.0010,0.1619,1.4102,1.4462,0.0007
2940,147000,791.3,29.490,-27.661,-0.0018,-0.0009,-0.0012,0.1553,1.3656,1.4389,0.0000
2960,148000,796.4,43.425,-26.722,-0.0021,-0.0005,-0.0009,0.1813,1.3636,1.4446,-0.0001
2980,149000,801.6,34.761,-25.519,-0.0024,-0.0017,-0.0008,0.1743,1.3983,1.4427,-0.0006
3000,,,,,,,,,,,
3000,150000,809.0,38.056,-22.794,-0.0024,-0.0009,-0.0011,0.1626,1.3857,1.4561,0.0006
3020,151000,814.0,39.008,-26.309,-0.0024,-0.0016,-0.0013,0.1711,1.3568,1.4512,0.0015
3040,152000,819.3,35.829,-21.827,-0.0024,-0.0007,-0.0011,0.2373,1.3693,1.4617,0.0001
3060,153000,824.4,35.742,-23.962,-0.0022,-0.0009,-0.0018,0.1300,1.4013,1.4667,0.0002
3080,154000,829.7,45.684,-28.654,-0.0021,-0.0006,-0.0015,0.2550,1.3602,1.4573,0.0002
3100,155000,834.8,37.964,-24.983,-0.0030,-0.0007,-0.0009,0.1585,1.3677,1.4615,0.0000
3120,156000,840.0,29.551,-19.732,-0.0028,-0.0005,-0.0016,0.1312,1.3567,1.4711,-0.0002
3140,157000,845.2,22.505,-16.195,-0.0018,-0.0006,-0.0014,0.1168,1.3646,1.4635,0.0003
3160,158000,850.4,48.118,-28.316,-0.0022,-0.0009,-0.0012,0.2230,1.3918,1.4649,0.0002
3180,159000,855.6,25.919,-25.636,-0.0018,-0.0017,-0.0012,0.1236,1.3874,1.4484,0.0001
3200,,,,,,,,,,,
3200,160000,863.2,31.223,-22.202,-0.0018,-0.0015,-0.0019,0.1504,1.3808,1.4602,0.0004
3220,161000,868.3,25.873,-21.438,-0.0021,-0.0016,-0.0015,0.1293,1.3802,1.4470,0.0009
3240,162000,873.6,36.525,-29.695,-0.0029,-0.0012,-0.0020,0.1619,1.3718,1.4381,0.0007
3260,163000,878.9,35.967,-26.256,-0.0019,-0.0008,-0.0011,0.2626,1.3413,1.4423,0.0001
3280,164000,884.0,31.534,-31.799,-0.0023,-0.0007,-0.0020,0.1558,1.3404,1.4374,-0.0002
3300,165000,889.2,34.628,-30.393,-0.0038,-0.0005,-0.0008,0.2079,1.3344,1.4338,0.0005
3320,166000,894.1,32.292,-25.932,-0.0019,-0.0008,-0.0010,0.1809,1.3526,1.4441,0.0003
3340,167000,899.3,38.941,-26.199,-0.0017,-0.0012,-0.0015,0.1990,1.3714,1.4209,0.0004
3360,168000,904.4,39.446,-26.838,-0.0029,-0.0014,-0.0016,0.2264,1.3496,1.4314,0.0005
3380,169000,909.4,32.650,-27.746,-0.0032,-0.0015,-0.0018,0.1359,1.3346,1.4066,0.0006
3400,,,,,,,,,,,
3400,170000,916.9,41.648,-39.955,-0.0025,-0.0014,-0.0015,0.1894,1.3541,1.3933,0.0007
3420,171000,922.1,35.138,-28.690,-0.0019,-0.0011,-0.0023,0.1590,1.3497,1.4241,0.0002
3440,172000,927.3,45.068,-31.396,-0.0025,-0.0012,-0.0008,0.1717,1.3536,1.3881,0.0003
3460,173000,932.6,54.268,-36.463,-0.0028,-0.0011,-0.0010,0.3507,1.3651,1.3909,0.0006
3480,174000,937.8,49.870,-31.777,-0.0028,-0.0012,-0.0009,0.2364,1.3603,1.4242,0.0002
3500,175000,943.0,51.790,-33.567,-0.0026,-0.0021,-0.0020,0.2444,1.3483,1.4254,0.0005
3520,176000,948.1,45.129,-39.154,-0.0018,-0.0010,-0.0036,0.1949,1.3143,1.4304,0.0001
3540,177000,953.2,35.331,-24.026,-0.0037,-0.0013,-0.0027,0.2198,1.3044,1.4268,0.0006
3560,178000,958.3,41.738,-25.325,-0.0021,-0.0010,-0.0013,0.2323,1.3142,1.4239,0.0003
3580,179000,963.5,35.806,-21.181,-0.0032,-0.0004,-0.0026,0.1816,1.3478,1.4122,-0.0000
3600,,,,,,,,,,,
3600,180000,970.8,42.463,-22.300,-0.0016,-0.0011,-0.0017,0.1708,1.3132,1.4187,0.0001
3620,181000,975.8,39.527,-20.486,-0.0019,-0.0020,-0.0014,0.1566,1.3518,1.4103,0.0010
3640,182000,981.1,42.751,-24.071,-0.0030,-0.0007,-0.0018,0.1615,1.3217,1.4013,0.0007
3660,183000,986.3,44.150,-25.311,-0.0019,-0.0010,-0.0010,0.2728,1.3216,1.4020,0.0001
3680,184000,991.5,32.262,-22.007,-0.0025,-0.0006,-0.0018,0.1568,1.3271,1.3903,-0.0001
3700,185000,996.6,35.116,-19.225,-0.0025,-0.0019,-0.0017,0.1459,1.3195,1.3893,0.0013
3720,186000,1001.7,35.697,-18.640,-0.0026,-0.0005,-0.0024,0.1198,1.3053,1.3706,0.0000
3740,187000,1006.8,21.077,-17.152,-0.0021,-0.0010,-0.0020,0.1642,1.3044,1.3759,0.0002
3760,188000,1012.0,34.149,-23.078,-0.0021,-0.0014,-0.0015,0.1488,1.3291,1.3346,0.0002
3780,189000,1017.1,18.782,-20.734,-0.0039,-0.0013,-0.0016,0.1656,1.3204,1.3144,0.0007
3800,,,,,,,,,,,
3800,190000,1024.6,32.456,-29.665,-0.0028,-0.0009,-0.0016,0.1621,1.3313,1.3180,0.0007
3820,191000,1029.5,47.706,-31.012,-0.0036,-0.0005,-0.0018,0.2808,1.3325,1.2971,-0.0004
3840,192000,1034.6,43.940,-29.631,-0.0022,-0.0012,-0.0015,0.1711,1.3202,1.3252,-0.0002
3860,193000,1039.7,43.034,-25.985,-0.0021,-0.0009,-0.0016,0.1732,1.3489,1.3265,0.0001
3880,194000,1045.0,32.845,-21.413,-0.0020,-0.0013,-0.0016,0.1472,1.3466,1.3443,0.0004
3900,195000,1050.1,38.650,-34.052,-0.0028,-0.0013,-0.0006,0.1696,1.3303,1.3742,0.0001
3920,196000,1055.2,35.880,-28.874,-0.0032,-0.0009,-0.0009,0.1966,1.3447,1.3310,0.0003
3940,197000,1060.4,32.996,-28.416,-0.0024,-0.0009,-0.0019,0.1913,1.3397,1.3290,0.0002
3960,198000,1065.6,38.717,-36.395,-0.0035,-0.0006,-0.0012,0.1710,1.3538,1.3359,0.0003
3980,199000,1070.8,46.336,-30.792,-0.0018,-0.0013,-0.0016,0.2138,1.3583,1.3518,0.0001
4000,,,,,,,,,,,
4000,200000,1078.4,40.030,-27.882,-0.0031,-0.0009,-0.0009,0.1438,1.3636,1.3517,0.0001
4020,201000,1083.5,45.407,-36.023,-0.0026,-0.0009,-0.0011,0.2317,1.3293,1.3208,-0.0000
4040,202000,1088.8,46.271,-38.478,-0.0023,-0.0006,-0.0017,0.2034,1.3350,1.3412,-0.0001
4060,203000,1094.0,49.856,-39.726,-0.0023,-0.0025,-0.0019,0.2995,1.3610,1.3154,0.0009
4080,204000,1099.1,60.804,-36.050,-0.0017,-0.0016,-0.0007,0.2510,1.3678,1.3196,0.0005
4100,205000,1104.4,65.340,-39.721,-0.0027,-0.0015,-0.0015,0.1945,1.3398,1.3419,0.0009
4120,206000,1109.5,45.845,-28.352,-0.0029,-0.0014,-0.0023,0.3267,1.3130,1.3304,0.0001
4140,207000,1114.8,40.475,-24.010,-0.0022,-0.0010,-0.0022,0.2157,1.3111,1.3377,0.0006
4160,208000,1120.0,47.298,-27.877,-0.0019,-0.0008,-0.0025,0.2839,1.3336,1.3296,-0.0001
4180,209000,1125.2,48.294,-25.936,-0.0024,-0.0006,-0.0007,0.2220,1.3293,1.3283,0.0003
4200,,,,,,,,,,,
4200,210000,1132.6,47.725,-25.806,-0.0024,-0.0012,-0.0012,0.2203,1.3509,1.3543,-0.0002
4220,211000,1137.8,44.733,-27.545,-0.0029,-0.0008,-0.0014,0.2098,1.3161,1.3788,0.0005
4240,212000,1142.9,40.189,-24.518,-0.0036,-0.0007,-0.0013,0.1721,1.3144,1.3610,0.0004
4260,213000,1148.1,54.151,-31.958,-0.0032,-0.0011,-0.0011,0.2040,1.3608,1.3986,-0.0005
4280,214000,1153.2,48.854,-26.062,-0.0027,-0.0010,-0.0019,0.2010,1.3572,1.3867,0.0005
4300,215000,1158.3,51.265,-30.919,-0.0023,-0.0008,-0.0018,0.1557,1.3436,1.3878,0.0004
4320,216000,1163.6,49.837,-29.721,-0.0028,-0.0007,-0.0018,0.2708,1.3540,1.3702,-0.0001
4340,217000,1168.7,28.557,-28.822,-0.0026,-0.0008,-0.0017,0.1446,1.3321,1.3788,-0.0001
4360,218000,1173.9,32.277,-26.936,-0.0023,-0.0016,-0.0006,0.1846,1.3492,1.3917,0.0009
4380,219000,1179.2,29.484,-28.977,-0.0039,-0.0021,-0.0008,0.1829,1.3156,1.3890,0.0012
4400,,,,,,,,,,,
4400,220000,1186.5,43.566,-31.629,-0.0020,-0.0007,-0.0009,0.1237,1.3321,1.3878,0.0007
4420,221000,1191.5,45.775,-29.557,-0.0015,-0.0010,-0.0011,0.3460,1.3134,1.3811,0.0001
