episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
20,1000,3.6,34.7695,-27.6741,-0.0041,0.3610,2.2932,-0.0000,nan
40,2000,7.2,33.5672,-29.8136,-0.0018,0.2834,2.2869,0.0001,nan
60,3000,11.0,53.8782,-33.1485,-0.0017,0.2010,2.2795,0.0004,nan
80,4000,14.6,43.4294,-29.3709,-0.0018,0.0915,2.2638,-0.0004,nan
100,,,,,,,,,
100,5000,19.9,44.7339,-30.9070,-0.0013,0.0680,2.2483,-0.0003,nan
120,6000,23.5,38.6333,-26.6061,-0.0016,0.0558,2.2600,-0.0000,nan
140,7000,27.2,41.3696,-44.9202,-0.0031,0.0258,2.2697,0.0001,nan
160,8000,30.9,71.1644,-15.3048,-0.0033,0.0208,2.2740,0.0002,nan
180,9000,34.5,78.3488,-38.5021,-0.0023,0.0223,2.2639,0.0006,nan
200,,,,,,,,,
200,10000,39.8,59.7889,-22.7929,-0.0029,0.0137,2.2424,0.0007,nan
220,11000,43.4,29.0336,-21.5625,-0.0016,0.0172,2.1921,0.0000,nan
240,12000,47.1,45.7945,-35.6382,-0.0018,0.0207,2.1894,0.0001,nan
260,13000,50.8,63.1811,-22.3671,-0.0023,0.0318,2.2164,0.0004,nan
280,14000,54.4,67.3633,-21.6907,-0.0022,0.0213,2.2375,0.0005,nan
300,,,,,,,,,
300,15000,59.6,84.7198,-32.8992,-0.0021,0.0345,2.2391,0.0003,nan
320,16000,63.3,93.0037,-27.7395,-0.0021,0.0260,2.2347,0.0003,nan
340,17000,66.9,92.0696,-29.5609,-0.0013,0.0263,2.2324,0.0001,nan
360,18000,70.6,93.5030,-30.2531,-0.0014,0.0207,2.2474,0.0003,nan
380,19000,74.2,124.4515,-24.0341,-0.0014,0.0341,2.2408,-0.0001,nan
400,,,,,,,,,
400,20000,79.6,137.2648,-17.0746,-0.0011,0.0371,2.2408,0.0002,nan
420,21000,83.2,86.8444,-25.4379,-0.0010,0.0362,2.2407,0.0002,nan
440,22000,86.9,115.0793,-19.6652,-0.0014,0.0270,2.2231,0.0000,nan
460,23000,90.5,143.9491,-23.3731,-0.0011,0.0414,2.2262,-0.0000,nan
480,24000,94.2,123.3439,-23.8338,-0.0012,0.0301,2.2202,-0.0002,nan
500,,,,,,,,,
500,25000,99.4,88.0388,-25.9924,-0.0012,0.0196,2.2139,0.0004,nan
520,26000,103.2,125.8168,-24.9030,-0.0012,0.0246,2.2196,0.0003,nan
540,27000,106.8,155.5887,-16.7592,-0.0013,0.0347,2.2130,0.0000,nan
560,28000,110.6,137.7833,-24.9373,-0.0014,0.0212,2.2071,0.0001,nan
580,29000,114.2,140.2077,-25.9346,-0.0015,0.0202,2.2029,0.0003,nan
600,,,,,,,,,
600,30000,119.6,132.0432,-15.4006,-0.0014,0.0279,2.1969,0.0001,nan
620,31000,123.2,111.8778,-21.7767,-0.0015,0.0221,2.2043,0.0001,nan
640,32000,126.9,134.3520,-23.4257,-0.0012,0.0200,2.1899,-0.0003,nan
660,33000,130.5,165.9803,-27.7399,-0.0012,0.0198,2.2019,-0.0003,nan
680,34000,134.2,186.6094,-27.5987,-0.0010,0.0348,2.1877,0.0001,nan
700,,,,,,,,,
700,35000,139.4,127.7076,-20.6946,-0.0016,0.0175,2.1774,0.0003,nan
720,36000,143.1,121.2333,-28.4991,-0.0011,0.0204,2.1650,0.0002,nan
740,37000,146.7,107.9147,-23.8557,-0.0012,0.0195,2.1643,0.0001,nan
760,38000,150.3,129.0278,-23.6396,-0.0011,0.0271,2.1838,0.0001,nan
780,39000,154.0,106.3526,-19.9274,-0.0012,0.0224,2.1768,0.0001,nan
800,,,,,,,,,
800,40000,159.3,143.6246,-32.9756,-0.0013,0.0223,2.1674,0.0004,nan
820,41000,163.0,152.6344,-30.9895,-0.0011,0.0373,2.1545,0.0001,nan
840,42000,166.7,185.1031,-25.8292,-0.0013,0.0385,2.1603,-0.0001,nan
860,43000,170.5,155.8934,-22.2738,-0.0014,0.0288,2.1627,0.0005,nan
880,44000,174.2,150.3615,-22.7199,-0.0011,0.0281,2.1549,0.0000,nan
900,,,,,,,,,
900,45000,179.5,189.1005,-24.8372,-0.0015,0.0288,2.1416,0.0004,nan
920,46000,183.3,162.3212,-31.1476,-0.0014,0.0332,2.1501,-0.0001,nan
940,47000,187.0,139.7316,-25.9963,-0.0020,0.0224,2.1559,0.0005,nan
960,48000,190.7,157.6004,-34.4733,-0.0012,0.0269,2.1687,0.0001,nan
980,49000,194.5,145.2617,-20.2074,-0.0011,0.0277,2.1618,0.0001,nan
1000,,,,,,,,,
1000,50000,199.8,147.3042,-24.8806,-0.0014,0.0235,2.1654,0.0003,nan
1020,51000,203.4,173.6565,-20.7415,-0.0019,0.0267,2.1698,0.0001,nan
1040,52000,207.1,155.7790,-25.2292,-0.0013,0.0277,2.1720,-0.0000,nan
1060,53000,210.8,162.8096,-23.3747,-0.0012,0.0336,2.1675,0.0004,nan
1080,54000,214.6,132.6081,-25.9985,-0.0014,0.0290,2.1476,0.0001,nan
1100,,,,,,,,,
1100,55000,219.7,180.5073,-18.1115,-0.0017,0.0291,2.1351,-0.0002,nan
1120,56000,223.3,169.4501,-25.4091,-0.0012,0.0322,2.1614,-0.0001,nan
1140,57000,227.0,188.4528,-29.1167,-0.0013,0.0296,2.1415,-0.0000,nan
1160,58000,230.7,157.3429,-33.1760,-0.0014,0.0247,2.1164,-0.0000,nan
1180,59000,234.3,172.7451,-25.4228,-0.0014,0.0257,2.1218,0.0000,nan
1200,,,,,,,,,
1200,60000,239.5,113.6356,-34.5059,-0.0014,0.0297,2.1126,0.0001,nan
1220,61000,243.0,216.5264,-30.5666,-0.0014,0.0565,2.0871,0.0002,nan
1240,62000,246.6,209.7351,-24.4439,-0.0014,0.0409,2.1008,0.0003,nan
1260,63000,250.3,153.2298,-28.2012,-0.0016,0.0322,2.0988,0.0002,nan
1280,64000,254.1,181.9033,-27.5396,-0.0017,0.0273,2.1116,0.0004,nan
1300,,,,,,,,,
1300,65000,259.2,226.6021,-29.5262,-0.0016,0.0378,2.0885,-0.0001,nan
1320,66000,263.0,177.4475,-27.2960,-0.0014,0.0375,2.0926,-0.0001,nan
1340,67000,266.7,241.8808,-28.8811,-0.0012,0.0348,2.1029,0.0002,nan
1360,68000,270.4,152.7256,-25.4546,-0.0014,0.0359,2.0849,0.0004,nan
1380,69000,274.1,169.6679,-30.3459,-0.0010,0.0313,2.0714,-0.0002,nan
1400,,,,,,,,,
1400,70000,279.4,156.7427,-26.4150,-0.0013,0.0333,2.0937,0.0005,nan
1420,71000,283.1,220.3000,-30.6595,-0.0013,0.0486,2.0899,-0.0002,nan
1440,72000,286.6,187.2178,-26.8184,-0.0013,0.0288,2.0910,0.0003,nan
1460,73000,290.3,203.5540,-28.1571,-0.0018,0.0262,2.0774,0.0006,nan
1480,74000,293.9,198.3682,-29.3798,-0.0014,0.0383,2.0681,0.0004,nan
1500,,,,,,,,,
1500,75000,299.2,159.7958,-21.9701,-0.0013,0.0250,2.0818,-0.0001,nan
1520,76000,302.8,233.1650,-36.5451,-0.0016,0.0269,2.0632,0.0003,nan
1540,77000,306.4,240.1739,-30.7284,-0.0010,0.0472,2.0492,0.0006,nan
1560,78000,309.9,183.3442,-24.4781,-0.0012,0.0413,2.0567,-0.0000,nan
1580,79000,313.7,220.1732,-26.9999,-0.0015,0.0295,2.0663,0.0003,nan
1600,,,,,,,,,
1600,80000,319.0,196.3433,-23.2044,-0.0011,0.0252,2.0705,0.0003,nan
1620,81000,322.5,211.6072,-30.4923,-0.0014,0.0259,2.0482,0.0001,nan
1640,82000,326.2,215.7867,-28.6880,-0.0012,0.0270,2.0701,0.0004,nan
1660,83000,329.9,182.5813,-29.2382,-0.0013,0.0291,2.0553,0.0001,nan
1680,84000,333.5,248.5769,-34.5878,-0.0018,0.0362,2.0531,0.0002,nan
1700,,,,,,,,,
1700,85000,338.6,214.6530,-26.2588,-0.0013,0.0341,2.0565,0.0001,nan
1720,86000,342.3,174.0417,-25.3870,-0.0016,0.0460,2.0683,0.0003,nan
1740,87000,346.0,210.7956,-35.5104,-0.0025,0.0311,2.0530,0.0001,nan
1760,88000,349.5,214.9342,-22.9041,-0.0014,0.0384,2.0651,0.0006,nan
1780,89000,353.1,195.3689,-29.6067,-0.0012,0.0418,2.0777,0.0002,nan
1800,,,,,,,,,
1800,90000,358.4,190.4085,-27.2771,-0.0013,0.0423,2.0498,0.0001,nan
1820,91000,361.9,248.2231,-30.7291,-0.0013,0.0417,2.0577,0.0004,nan
1840,92000,365.6,239.0617,-23.0854,-0.0013,0.0324,2.0519,0.0001,nan
1860,93000,369.2,184.6639,-26.6595,-0.0017,0.0354,2.0499,0.0003,nan
1880,94000,372.9,215.0973,-27.4305,-0.0014,0.0274,2.0561,-0.0003,nan
1900,,,,,,,,,
1900,95000,378.0,182.9594,-25.5985,-0.0015,0.0380,2.0471,0.0005,nan
1920,96000,381.6,217.5503,-30.1996,-0.0010,0.0262,2.0423,-0.0000,nan
1940,97000,385.3,216.3445,-27.9085,-0.0017,0.0383,2.0268,0.0002,nan
1960,98000,388.8,226.8314,-31.0547,-0.0013,0.0393,2.0330,0.0001,nan
1980,99000,392.4,199.0558,-24.2792,-0.0013,0.0445,2.0114,0.0002,nan
2000,,,,,,,,,
2000,100000,397.6,195.9707,-23.3726,-0.0013,0.0382,2.0143,0.0000,nan
2020,101000,401.3,195.2913,-36.2328,-0.0016,0.0241,1.9853,0.0001,nan
2040,102000,404.9,244.6458,-26.8882,-0.0016,0.0315,2.0181,0.0010,nan
2060,103000,408.6,188.2297,-28.0697,-0.0023,0.0322,1.9978,0.0008,nan
2080,104000,412.2,165.7751,-25.3608,-0.0013,0.0449,2.0277,0.0001,nan
2100,,,,,,,,,
2100,105000,417.5,238.6103,-33.9167,-0.0013,0.0583,2.0056,0.0005,nan
2120,106000,421.2,247.2114,-32.5400,-0.0017,0.0310,2.0198,0.0004,nan
2140,107000,424.8,230.2420,-21.7095,-0.0012,0.0298,2.0412,0.0002,nan
2160,108000,428.5,256.6362,-23.1572,-0.0016,0.0382,2.0260,0.0001,nan
2180,109000,432.2,248.2870,-26.9134,-0.0016,0.0276,1.9906,0.0003,nan
2200,,,,,,,,,
2200,110000,437.5,249.0398,-27.7805,-0.0013,0.0392,2.0247,0.0006,nan
2220,111000,441.0,171.7170,-31.4426,-0.0016,0.0381,2.0332,0.0002,nan
2240,112000,444.6,208.0525,-29.4364,-0.0017,0.0473,2.0110,0.0004,nan
2260,113000,448.3,260.1894,-24.6772,-0.0011,0.0414,2.0313,0.0002,nan
2280,114000,452.0,277.1255,-30.8003,-0.0014,0.0445,2.0233,-0.0001,nan
2300,,,,,,,,,
2300,115000,457.3,271.6742,-28.8316,-0.0019,0.0454,2.0067,0.0004,nan
2320,116000,460.9,237.8012,-32.0149,-0.0013,0.0469,2.0205,0.0003,nan
2340,117000,464.7,223.3457,-30.6874,-0.0015,0.0353,2.0143,-0.0001,nan
2360,118000,468.4,196.3192,-23.4407,-0.0019,0.0301,1.9984,0.0004,nan
2380,119000,472.2,230.0357,-30.6376,-0.0018,0.0445,1.9846,0.0002,nan
2400,,,,,,,,,
2400,120000,477.4,286.3994,-33.4935,-0.0015,0.0575,1.9653,0.0001,nan
2420,121000,481.1,160.5622,-29.6885,-0.0010,0.0497,1.9762,0.0001,nan
2440,122000,484.6,245.9506,-34.3265,-0.0017,0.0516,1.9930,0.0002,nan
2460,123000,488.4,247.3125,-30.8355,-0.0016,0.0368,1.9976,-0.0000,nan
