episode,adv_return,good_return,actor_loss,critic_loss,entropy,elapsed
20,-18.657081572413443,-72.99588125841757,0.041206037322990594,61.719150638580324,1.5816383808851242,4.617947816848755
40,-18.38227187407203,-25.715920534076567,-0.3719352547079325,24.09824523131053,1.5700079143047334,9.163673400878906
60,-12.734063531107385,-32.67582090666666,-0.39434013289865105,158.58184678554534,1.5564033955335617,13.661871910095215
80,-10.402380365842838,-31.791872704461195,-0.2609700258355588,76.43743797938029,1.5453021744887032,18.23465657234192
100,-8.714415240665986,-16.30909529889438,-0.2942768063396215,82.91776077747345,1.5481495678424837,24.690595626831055
120,-1.7650772043142937,-16.118251730165408,-0.18457331813194533,245.3302130583561,1.4928383570728883,29.388081789016724
140,9.637639436936007,-21.99778578674374,-0.2016001568408683,290.31180210113524,1.467820718884468,33.76192021369934
160,33.13604061690189,-19.41835855829529,-0.7045164436101913,635.5039647420248,1.4705017030239105,38.17240357398987
180,3.9612698544218445,-22.219322467524727,0.34261989071965215,176.62618408203124,1.4390260934829713,42.52597999572754
200,14.635224496699465,-21.768176848908862,-0.1785103907653441,513.6016682942708,1.421389385064443,48.65286588668823
220,31.66951893189981,-22.728717890067646,-0.22829745871713386,520.871480178833,1.409396542608738,53.00190758705139
240,20.646260089211278,-20.076649128727066,0.005683444999158386,398.67471338907876,1.3626746197541555,57.609036922454834
260,31.323818500502096,-27.872089860202134,-0.031354866176843646,333.3090301513672,1.3161895483732224,62.055317640304565
280,37.23422715795634,-27.780462126507473,1.1045113205918056e-05,672.3225321451822,1.308278030157089,66.37393951416016
300,25.159373808361128,-30.047330973061342,0.17580572571605443,503.3793083190918,1.2876669496297837,72.65324783325195
320,22.048486437549,-18.24733226981912,0.12568011839281426,511.0196630998092,1.3036777837709947,77.38423943519592
340,39.946245719282885,-32.50313872463712,-0.43157088917214426,1040.8106567382813,1.2961692541837693,81.39164924621582
360,59.116202658465774,-26.193815539141685,-0.22829484840234118,645.6622617721557,1.2973911464214325,85.66963076591492
380,38.44926266727329,-21.312905629966902,-0.09339144602417945,772.8561260223389,1.284541766345501,89.92479610443115
400,60.906405746537494,-28.309725350087923,-0.14069680132282278,653.2219538370769,1.2984438796838125,96.39419269561768
420,47.56404973869714,-22.968808306463014,0.12616669396785174,556.7145127729935,1.3434158420020883,100.78163528442383
440,5.150142656105453,-15.71156357091279,0.350984679783384,423.8300631205241,1.351511553923289,105.32034873962402
460,30.60293465386901,-23.69003099287786,0.03644763436168433,501.5451416015625,1.3540197581052782,109.84014344215393
480,61.13005207567011,-23.252773575933738,-0.3476425883670648,1299.108989461263,1.3076904753843943,114.09165525436401
500,90.97659699904196,-27.009075680122162,-0.6462523331865668,1119.3681465148925,1.258888453245163,119.28707146644592
520,74.80400445465816,-22.463060311087464,-0.3156825695462801,1143.6825243349429,1.1922780070591856,123.37920069694519
540,86.16122930781334,-25.183091749743646,-0.10504100227262825,1346.251309967041,1.1596046403050422,127.36599516868591
560,91.02477827152325,-23.53826261546235,-0.3277561616152525,1199.3849787394206,1.1450730333725612,130.95051264762878
580,87.45010843559751,-16.856953836741376,-0.17293637248221785,1248.8244163513184,1.1367368809878826,134.995046377182
600,54.18650612516619,-22.040468340547115,0.2608506639177601,1071.3344818115236,1.0887412458658219,140.7119460105896
620,91.72667301357143,-18.88546485990338,-0.30962892806985315,1097.7969855414497,1.150980845424864,144.96295547485352
640,61.09061532660562,-21.09921926289507,0.12316494779661298,767.9781911214192,1.1253911554813385,149.28550457954407
660,52.37458220800094,-16.33385501227101,0.1173048690194264,605.5332359313965,1.0774300515651705,153.52484440803528
680,59.57049547461414,-29.452043228064287,0.02113597885084648,633.0422790527344,1.050439472993215,157.7827913761139
700,56.6602864694735,-40.39524946468446,0.07499771497678012,552.9463180541992,1.0462942868471146,163.96373987197876
720,34.94939135889289,-22.0902016709029,0.18617438049069746,437.1540619590066,1.1140829075466503,168.4927098751068
740,77.68213642204996,-26.631204279617425,-0.41784712318331,767.5791595458984,1.1102510459721089,172.43886947631836
760,61.83474563534022,-29.07220977810952,0.08529107226834942,835.4662747701009,1.1087001249194144,176.66456294059753
780,65.5779592323641,-25.978385069746867,0.09679250782355667,656.1628334045411,1.1605481535196305,180.77495503425598
