episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
1360,68000,269.2,208.3052,-32.3301,-0.0014,0.1074,2.1026,0.0003,nan
1380,69000,273.0,146.5035,-28.1046,-0.0013,0.0876,2.1121,0.0000,nan
1400,,,,,,,,,
1400,70000,278.2,233.9760,-26.4805,-0.0011,0.1408,2.1144,0.0000,nan
1420,71000,281.8,195.2407,-37.0734,-0.0016,0.1015,2.1060,0.0001,nan
1440,72000,285.4,169.4928,-28.9727,-0.0012,0.1354,2.1070,0.0004,nan
1460,73000,289.1,171.7941,-19.7886,-0.0013,0.1146,2.1057,-0.0001,nan
1480,74000,292.6,188.8502,-29.0110,-0.0017,0.1113,2.0929,0.0008,nan
1500,,,,,,,,,
1500,75000,297.9,205.5022,-27.7059,-0.0015,0.0679,2.0890,0.0004,nan
1520,76000,301.7,144.2927,-23.4386,-0.0014,0.0892,2.0861,0.0003,nan
1540,77000,305.3,161.7657,-35.5172,-0.0010,0.1255,2.1033,-0.0000,nan
1560,78000,308.9,221.7559,-29.6269,-0.0016,0.1214,2.1203,0.0002,nan
1580,79000,312.6,181.4911,-25.3986,-0.0013,0.0881,2.0893,0.0001,nan
1600,,,,,,,,,
1600,80000,317.8,174.1838,-26.9040,-0.0013,0.1028,2.1013,0.0000,nan
1620,81000,321.3,159.6425,-31.1035,-0.0017,0.1000,2.0828,-0.0000,nan
1640,82000,324.9,200.2520,-25.6716,-0.0010,0.1169,2.0641,-0.0000,nan
1660,83000,328.6,265.2791,-33.1214,-0.0011,0.1829,2.0625,0.0005,nan
1680,84000,332.2,172.7941,-19.6844,-0.0013,0.0902,2.0866,0.0003,nan
1700,,,,,,,,,
1700,85000,337.4,208.8132,-28.3988,-0.0013,0.0959,2.0916,0.0003,nan
1720,86000,341.0,229.4594,-29.4201,-0.0012,0.1353,2.0844,0.0003,nan
1740,87000,344.7,177.1017,-30.8628,-0.0014,0.1261,2.0815,0.0004,nan
1760,88000,348.4,234.1034,-31.8038,-0.0011,0.1503,2.0821,0.0003,nan
1780,89000,352.1,231.1792,-23.2542,-0.0013,0.0850,2.0665,0.0000,nan
1800,,,,,,,,,
1800,90000,357.3,218.9312,-30.2889,-0.0013,0.1740,2.0526,0.0005,nan
1820,91000,361.0,204.8760,-28.4833,-0.0014,0.0824,2.0408,-0.0002,nan
1840,92000,364.6,223.8149,-34.3540,-0.0013,0.1008,2.0520,-0.0002,nan
1860,93000,368.3,251.5497,-35.7353,-0.0011,0.1577,2.0347,-0.0000,nan
1880,94000,371.9,213.6690,-27.6561,-0.0016,0.0893,2.0714,0.0001,nan
1900,,,,,,,,,
1900,95000,377.0,209.1624,-26.3088,-0.0013,0.1228,2.0651,0.0005,nan
1920,96000,380.6,168.8633,-28.9544,-0.0013,0.1417,2.0633,-0.0000,nan
1940,97000,384.2,255.7289,-29.0285,-0.0013,0.2014,2.0678,0.0003,nan
1960,98000,387.7,204.7471,-33.5903,-0.0012,0.1303,2.0668,0.0003,nan
1980,99000,391.4,269.7764,-29.5999,-0.0015,0.1688,2.0518,0.0003,nan
2000,,,,,,,,,
2000,100000,396.8,231.9467,-27.8648,-0.0014,0.1192,2.0556,-0.0000,nan
2020,101000,400.5,218.4362,-30.5315,-0.0013,0.1227,2.0541,0.0003,nan
2040,102000,404.2,191.4177,-25.8123,-0.0016,0.0995,2.0171,0.0005,nan
2060,103000,408.1,183.3483,-28.9641,-0.0017,0.1362,2.0242,-0.0001,nan
