episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
1100,55000,297.2,43.147,-35.145,-0.0016,-0.0006,-0.0010,0.0195,1.3832,1.4765,0.0002
1120,56000,302.3,41.550,-31.969,-0.0018,-0.0005,-0.0015,0.0182,1.3924,1.4876,0.0000
1140,57000,307.6,36.127,-29.181,-0.0009,-0.0007,-0.0011,0.0212,1.3618,1.4672,0.0002
1160,58000,312.8,44.818,-32.370,-0.0019,-0.0012,-0.0026,0.0202,1.3682,1.4737,0.0005
1180,59000,318.1,44.133,-32.899,-0.0017,-0.0004,-0.0013,0.0222,1.3716,1.4776,-0.0005
1200,,,,,,,,,,,
1200,60000,325.7,42.357,-27.707,-0.0018,-0.0011,-0.0011,0.0180,1.3736,1.4811,0.0005
1220,61000,330.9,49.542,-29.904,-0.0013,-0.0010,-0.0020,0.0138,1.3899,1.4716,0.0005
1240,62000,336.1,40.425,-28.181,-0.0020,-0.0011,-0.0013,0.0216,1.3751,1.4910,-0.0000
1260,63000,341.2,40.898,-22.135,-0.0019,-0.0014,-0.0013,0.0169,1.3659,1.4817,-0.0003
1280,64000,346.5,43.527,-25.656,-0.0023,-0.0010,-0.0011,0.0173,1.3909,1.4915,-0.0000
1300,65000,351.7,42.402,-27.100,-0.0025,-0.0007,-0.0018,0.0190,1.3928,1.4820,-0.0001
1320,66000,356.9,30.907,-30.201,-0.0023,-0.0010,-0.0020,0.0200,1.4075,1.5033,0.0004
1340,67000,362.0,29.084,-29.331,-0.0020,-0.0004,-0.0006,0.0202,1.4404,1.4791,0.0004
1360,68000,367.1,37.910,-27.036,-0.0023,-0.0010,-0.0019,0.0188,1.4056,1.4593,0.0001
1380,69000,372.4,44.172,-27.262,-0.0022,-0.0007,-0.0015,0.0273,1.4243,1.4592,-0.0003
1400,,,,,,,,,,,
1400,70000,379.7,30.016,-20.021,-0.0025,-0.0012,-0.0006,0.0160,1.3924,1.4716,0.0002
1420,71000,384.9,35.918,-22.958,-0.0020,-0.0008,-0.0009,0.0198,1.3958,1.4428,0.0002
1440,72000,390.1,35.892,-23.051,-0.0027,-0.0007,-0.0012,0.0156,1.4157,1.4548,0.0002
1460,73000,395.2,30.747,-30.176,-0.0016,-0.0006,-0.0009,0.0187,1.3971,1.4410,-0.0001
1480,74000,400.2,38.394,-33.829,-0.0023,-0.0009,-0.0010,0.0216,1.4197,1.4195,0.0000
1500,75000,405.5,41.671,-29.672,-0.0024,-0.0006,-0.0013,0.0206,1.4023,1.4583,-0.0002
1520,76000,410.6,29.402,-29.993,-0.0027,-0.0008,-0.0010,0.0214,1.3969,1.4341,0.0001
1540,77000,415.8,28.881,-20.432,-0.0021,-0.0010,-0.0007,0.0168,1.3977,1.4552,0.0000
1560,78000,421.0,31.831,-27.214,-0.0022,-0.0008,-0.0010,0.0237,1.4148,1.4463,0.0002
