episode,adv_return,good_return,actor_loss,critic_loss,entropy,elapsed
20,-18.156570407954277,-78.2791931825217,0.036962100258097055,64.229247713089,1.5833373576402665,4.48131537437439
40,-21.357244994646024,-31.771557725844236,-0.31685656085610386,11.905519382158914,1.5772140383720397,8.995044469833374
60,-22.071895342504725,-17.09154720303186,-0.4799745462834835,3.755063754320145,1.5655087023973464,13.437233924865723
80,-22.06859243776351,-28.104163636679054,-0.4405169174075127,3.01716005007426,1.5644163191318512,18.039377450942993
100,-12.78120835748268,-16.632502656286057,-0.7179358154535294,72.54609889984131,1.5581021517515183,24.4208562374115
120,-18.75541982980503,-10.38624642792533,-0.16856744944287294,36.38945864150019,1.5309692447835748,28.96872901916504
140,-3.104586798204108,-13.561451253050645,-0.533388224360533,188.38594775199888,1.45925133228302,33.48167610168457
160,-19.955175561088836,-14.591025644068655,0.127962065829585,39.15679569244385,1.475005700190862,38.14520215988159
180,-12.969087921605098,-15.435741842007113,-0.090512557560578,24.793195676803588,1.4938500940799713,42.65813755989075
200,-16.81575617037248,-9.430601151064806,-0.19337717493375142,98.54048956235249,1.4951883872350056,49.32318091392517
220,7.368599021979025,-18.30119514437413,-0.6000045098872347,224.3795039697127,1.480952330881899,53.719157218933105
240,-5.269093922359753,-16.872467794590662,-0.17605538214556873,129.28602981567383,1.4666035691897072,58.17862558364868
260,0.27765848792798414,-23.58321695802908,-0.1670882038772106,243.441956615448,1.4817328363656999,62.61577868461609
280,0.17171711611444973,-22.394093167528588,-0.12711659184036156,138.48819681803386,1.486195907990138,67.12456130981445
